,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
7390,4,3,2460,4425,2.0,2006,98052,693000.0,156.61016949152543,1106.25
7391,5,3,3150,7119,2.0,2013,98052,819900.0,115.17067003792667,1423.8
7393,4,3,4040,19700,2.0,1987,98052,988000.0,50.15228426395939,4925.0
7394,3,3,3130,8750,2.0,1991,98052,843000.0,96.34285714285714,2916.6666666666665
7396,4,2,2430,7559,1.0,1981,98052,585000.0,77.3911893107554,1889.75
7398,3,2,1440,7070,1.0,1980,98052,460000.0,65.06364922206507,2356.6666666666665
7399,3,2,1490,9414,2.0,1981,98052,525000.0,55.76800509878904,3138.0
7401,3,3,3180,10492,2.0,1991,98052,1000000.0,95.31071292413267,3497.3333333333335
7402,4,4,2770,3330,2.0,2001,98052,748000.0,224.62462462462463,832.5
7403,3,3,2140,2770,2.0,2007,98052,636000.0,229.6028880866426,923.3333333333334
7404,3,2,1730,8400,1.0,1980,98052,522000.0,62.142857142857146,2800.0
7405,3,2,1610,12555,1.0,1977,98052,512000.0,40.78056551174831,4185.0
7406,4,2,2500,10062,1.0,1975,98052,615000.0,61.121049493142515,2515.5
7410,5,3,3010,12611,2.0,1994,98052,837700.0,66.42613591309174,2522.2
7411,5,4,4640,22703,2.0,1952,98052,2200000.0,96.90349293044972,4540.6
7412,3,2,2330,11424,2.0,1984,98052,700000.0,61.27450980392157,3808.0
7413,3,3,3940,10360,2.0,1992,98052,933399.0,90.09642857142858,3453.3333333333335
7414,3,3,2090,6294,2.0,2004,98052,566000.0,89.92691452176676,2098.0
7415,3,2,3020,13031,2.0,1989,98052,755000.0,57.9387614150871,4343.666666666667
7416,4,3,2341,9594,2.0,1997,98052,640000.0,66.70835939128622,2398.5
7417,3,2,1610,9964,1.0,1977,98052,514000.0,51.58570855078282,3321.3333333333335
7418,4,3,3010,6100,2.0,2005,98052,789500.0,129.4262295081967,1525.0
7419,2,2,1330,4903,1.0,1985,98052,440000.0,89.74097491331838,2451.5
7420,3,3,2610,7567,2.0,1997,98052,780000.0,103.0791595083917,2522.3333333333335
7421,3,3,3090,7708,2.0,1999,98052,822500.0,106.70731707317073,2569.3333333333335
7423,4,3,3020,13530,1.0,1977,98052,670000.0,49.51958610495196,3382.5
7424,2,3,1480,2167,2.0,2007,98052,468000.0,215.96677434240885,1083.5
7425,4,3,3090,7112,2.0,2001,98052,775000.0,108.97075365579303,1778.0
7426,4,3,3010,10450,2.0,1996,98052,810000.0,77.51196172248804,2612.5
7427,5,3,2980,5377,2.0,2006,98052,739900.0,137.60461223730704,1075.4
7429,2,2,1350,2560,1.0,1976,98052,335000.0,130.859375,1280.0
7430,4,3,2496,8058,2.0,1998,98052,661000.0,82.03028046661703,2014.5
7431,3,2,1790,11393,1.0,1978,98052,493000.0,43.272184674800314,3797.6666666666665
7432,3,3,2160,9888,2.0,1989,98052,733000.0,74.13025889967638,3296.0
7434,3,2,2220,10530,1.0,1974,98052,739000.0,70.18043684710351,3510.0
7436,4,2,2340,9100,1.0,1975,98052,700000.0,76.92307692307692,2275.0
7437,3,3,2100,7600,1.0,1980,98052,509250.0,67.00657894736842,2533.3333333333335
7438,4,3,1980,6568,2.0,2004,98052,638500.0,97.21376370280146,1642.0
7439,3,2,1600,16510,1.0,1984,98052,490000.0,29.678982434887946,5503.333333333333
7440,3,1,1440,7107,1.0,1980,98052,478000.0,67.2576333192627,2369.0
7441,4,3,3400,6742,2.0,2004,98052,799000.0,118.51082764758232,1685.5
7442,3,2,1300,9600,1.0,1969,98052,455000.0,47.395833333333336,3200.0
7444,4,3,2150,12028,2.0,1982,98052,639000.0,53.126039241769206,3007.0
7445,3,2,2110,7129,1.0,1982,98052,540000.0,75.74694908121756,2376.3333333333335
7446,4,3,3310,5101,2.0,2005,98052,775000.0,151.93099392276025,1275.25
7447,4,3,2120,3220,2.0,2005,98052,637250.0,197.90372670807454,805.0
7448,3,3,3560,11448,2.0,1997,98052,843500.0,73.68099231306779,3816.0
7450,3,2,1070,8030,1.0,1966,98052,542000.0,67.49688667496886,2676.6666666666665
7451,3,2,2060,12558,1.0,1984,98052,625000.0,49.76907150820194,4186.0
7452,3,3,2900,11769,2.0,1997,98052,799950.0,67.97094060667857,3923.0
7453,4,3,2270,7665,2.0,1986,98052,732350.0,95.54468362687541,1916.25
7454,3,2,1820,9670,2.0,1984,98052,557500.0,57.65253360910031,3223.3333333333335
7456,4,3,2790,7673,2.0,1989,98052,803000.0,104.65267822233807,1918.25
7457,4,3,2090,8400,1.0,1976,98052,610000.0,72.61904761904762,2100.0
7458,4,3,3540,9349,2.0,2003,98052,899000.0,96.16001711412986,2337.25
7459,3,2,1310,9471,1.0,1970,98052,524000.0,55.32678703410411,3157.0
7460,3,2,1430,9250,1.0,1983,98052,510000.0,55.13513513513514,3083.3333333333335
7461,5,3,2510,9180,1.0,1975,98052,695500.0,75.76252723311546,1836.0
7462,3,2,1990,10260,2.0,1987,98052,675000.0,65.78947368421052,3420.0
7464,3,2,1430,11761,1.0,1964,98052,462600.0,39.33339001785563,3920.3333333333335
7465,4,2,2090,8164,1.0,1963,98052,581000.0,71.16609505144537,2041.0
7466,4,3,3110,6930,2.0,2004,98052,755000.0,108.94660894660895,1732.5
7467,4,3,2680,4548,2.0,2009,98052,750000.0,164.90765171503958,1137.0
7468,3,3,2610,7510,2.0,1996,98052,725000.0,96.53794940079894,2503.3333333333335
7469,3,3,1750,3900,2.0,1977,98052,453000.0,116.15384615384616,1300.0
7470,3,4,2840,4468,3.0,2006,98052,717550.0,160.59758281110118,1489.3333333333333
7471,3,2,1960,6500,2.0,1977,98052,450000.0,69.23076923076923,2166.6666666666665
7472,3,2,1640,8625,1.0,1987,98052,580000.0,67.2463768115942,2875.0
7473,3,2,2630,9705,2.5,1987,98052,1442500.0,148.63472436888202,3235.0
7475,4,3,3520,8095,2.0,2006,98052,760000.0,93.8851142680667,2023.75
7477,4,3,2580,15031,2.0,1999,98052,700000.0,46.570421129665355,3757.75
7478,3,2,2080,12134,1.0,1973,98052,605000.0,49.85989780781276,4044.6666666666665
7480,3,3,2480,5137,2.0,2000,98052,717000.0,139.57562779832588,1712.3333333333333
7481,3,2,2040,18360,2.0,1983,98052,721000.0,39.270152505446625,6120.0
7485,3,2,1970,8000,1.0,1968,98052,525000.0,65.625,2666.6666666666665
7486,3,2,1720,7200,1.0,1977,98052,525000.0,72.91666666666667,2400.0
7487,3,2,1760,9055,2.0,1985,98052,460000.0,50.80066261733849,3018.3333333333335
7488,3,3,2810,12813,2.0,1988,98052,607000.0,47.37376102396004,4271.0
7489,2,3,2270,1763,3.0,2009,98052,656000.0,372.09302325581393,881.5
7491,4,3,3010,7427,2.0,2010,98052,800000.0,107.71509357748755,1856.75
7493,3,2,2080,12094,2.0,1982,98052,589950.0,48.780386968744835,4031.3333333333335
7495,3,3,2210,7620,2.0,1994,98052,535000.0,70.20997375328083,2540.0
7496,5,3,3290,14134,1.0,2004,98052,695000.0,49.172208858072736,2826.8
7497,5,3,3220,5934,2.0,2006,98052,798000.0,134.47927199191102,1186.8
7499,4,3,3150,5979,2.0,2005,98052,762500.0,127.52968723866867,1494.75
7500,3,2,2470,11603,2.0,1988,98052,736000.0,63.43187106782729,3867.6666666666665
7502,4,3,2810,17674,1.0,1978,98052,600000.0,33.94817245671608,4418.5
7505,3,2,2390,9000,1.0,1975,98052,570000.0,63.333333333333336,3000.0
7506,4,3,3240,20301,2.0,1985,98052,749400.0,36.91443771242796,5075.25
7507,3,2,2200,7355,2.0,1986,98052,637000.0,86.60774983004758,2451.6666666666665
7508,4,2,3410,15143,2.0,1972,98052,599000.0,39.556230601598095,3785.75
7509,5,3,2830,5310,2.0,2006,98052,725000.0,136.53483992467042,1062.0
7510,3,2,1840,8086,1.0,1964,98052,550000.0,68.0187979223349,2695.3333333333335
7511,4,3,3090,9571,2.0,2004,98052,751000.0,78.46619997910354,2392.75
7512,5,4,3290,5880,2.0,2005,98052,762500.0,129.6768707482993,1176.0
7513,4,3,2590,8571,2.0,1988,98052,781000.0,91.12122272780306,2142.75
7514,4,3,2095,4569,2.0,2002,98052,670000.0,146.64040271394177,1142.25
7515,3,2,1380,3015,2.0,2009,98052,435000.0,144.27860696517413,1005.0
7516,4,3,3100,10245,2.0,1999,98052,792000.0,77.30600292825768,2561.25
7518,4,2,2440,7475,1.0,1969,98052,675000.0,90.3010033444816,1868.75
7519,3,3,1720,5940,1.0,1977,98052,499000.0,84.006734006734,1980.0
7520,3,2,1650,6408,2.0,1977,98052,440000.0,68.66416978776529,2136.0
7521,3,2,1570,15500,1.0,1968,98052,555000.0,35.806451612903224,5166.666666666667
7522,5,4,3600,9312,2.0,2005,98052,817500.0,87.78994845360825,1862.4
7523,3,2,1560,9350,1.0,1969,98052,525000.0,56.149732620320854,3116.6666666666665
7524,3,3,2030,10958,2.0,1983,98052,530000.0,48.366490235444424,3652.6666666666665
7525,4,2,2150,9520,2.0,1979,98052,573000.0,60.1890756302521,2380.0
7526,4,3,3530,20012,2.0,1986,98052,995000.0,49.720167899260446,5003.0
7527,3,3,1650,3711,2.0,1996,98052,472500.0,127.32417138237672,1237.0
7529,4,4,3780,7769,2.0,2001,98052,782000.0,100.65645514223195,1942.25
7530,4,2,2330,8994,2.0,1986,98052,639500.0,71.10295752724038,2248.5
7532,4,2,2430,14000,1.0,1963,98052,602000.0,43.0,3500.0
7533,3,2,1580,7400,1.0,1977,98052,480000.0,64.86486486486487,2466.6666666666665
7534,3,3,2020,11935,1.0,1976,98052,560000.0,46.9208211143695,3978.3333333333335
7536,3,2,1990,9594,1.0,1977,98052,507500.0,52.897644361058994,3198.0
7537,3,3,3060,9055,2.0,1994,98052,715000.0,78.961899503037,3018.3333333333335
7539,3,3,2670,12187,2.0,1986,98052,744000.0,61.04865840649873,4062.3333333333335
7540,4,3,3270,9231,2.0,1995,98052,940000.0,101.83078756364424,2307.75
7541,4,3,2510,17200,1.0,1977,98052,750000.0,43.604651162790695,4300.0
7542,3,2,1650,9500,1.0,1967,98052,485000.0,51.05263157894737,3166.6666666666665
7544,3,2,1350,9315,1.0,1968,98052,499950.0,53.671497584541065,3105.0
7545,4,3,2490,5170,2.0,2000,98052,725000.0,140.2321083172147,1292.5
7547,3,2,1570,10939,1.0,1974,98052,515000.0,47.0792577018009,3646.3333333333335
7548,3,3,2410,9916,2.0,1989,98052,700000.0,70.59298104074223,3305.3333333333335
7549,4,3,2990,4298,2.0,2014,98052,779950.0,181.46812470916706,1074.5
7551,3,3,2460,12028,2.0,1996,98052,693000.0,57.61556368473562,4009.3333333333335
7553,3,2,1720,9600,1.0,1967,98052,550000.0,57.291666666666664,3200.0
7554,4,4,2500,3080,2.0,2008,98052,599950.0,194.78896103896105,770.0
7555,3,2,2050,11454,1.0,1987,98052,500000.0,43.65287235900122,3818.0
7556,3,2,2170,16600,1.0,1979,98052,1150000.0,69.27710843373494,5533.333333333333
7557,3,2,1610,11950,1.0,1984,98052,510000.0,42.67782426778243,3983.3333333333335
7558,4,3,1840,4011,2.0,2005,98052,583000.0,145.35028671154325,1002.75
7559,3,2,1940,7306,1.0,1982,98052,630000.0,86.23049548316452,2435.3333333333335
7560,3,2,1370,8467,1.0,1972,98052,460000.0,54.328569741348765,2822.3333333333335
7561,4,3,3080,8451,1.0,1969,98052,679000.0,80.34552124008994,2112.75
7562,4,3,2910,15016,2.0,1990,98052,765000.0,50.94565796483751,3754.0
7565,4,3,2880,9202,1.0,1977,98052,680000.0,73.8969789176266,2300.5
7566,3,2,1330,14560,1.0,1983,98052,475000.0,32.62362637362637,4853.333333333333
7568,4,3,2260,5172,2.0,2004,98052,640000.0,123.74323279195669,1293.0
7569,3,2,1730,13040,1.0,1988,98052,500000.0,38.34355828220859,4346.666666666667
7571,3,2,2010,8072,1.0,1974,98052,639500.0,79.22447968285431,2690.6666666666665
7572,3,3,2640,11957,1.5,1978,98052,698000.0,58.37584678431045,3985.6666666666665
7573,4,3,2150,9070,2.0,1985,98052,615000.0,67.80595369349504,2267.5
7574,3,2,2010,6000,1.0,1975,98052,570000.0,95.0,2000.0
7576,3,2,1790,2240,2.0,1975,98052,432100.0,192.90178571428572,746.6666666666666
7578,3,2,1800,6875,1.0,1974,98052,567000.0,82.47272727272727,2291.6666666666665
7580,4,3,2040,9225,1.0,1968,98052,675000.0,73.17073170731707,2306.25
7581,3,2,1800,8462,1.0,1978,98052,508000.0,60.033089104230676,2820.6666666666665
7583,3,3,2250,9235,2.0,1985,98052,549000.0,59.44775311315647,3078.3333333333335
7584,3,2,2610,9002,2.0,1988,98052,675000.0,74.98333703621418,3000.6666666666665
7586,3,2,1820,8008,1.0,1981,98052,475000.0,59.315684315684315,2669.3333333333335
7589,5,3,2860,5280,2.0,2006,98052,751000.0,142.2348484848485,1056.0
7590,4,3,2590,4498,2.0,2004,98052,700000.0,155.62472209871055,1124.5
7591,3,3,2720,13124,2.0,1988,98052,835000.0,63.623895153916486,4374.666666666667
7592,3,2,2030,7350,1.0,1977,98052,588000.0,80.0,2450.0
7593,4,3,2500,8434,2.0,1988,98052,684000.0,81.10030827602561,2108.5
7594,3,2,1270,9170,1.0,1969,98052,555000.0,60.523446019629226,3056.6666666666665
7596,3,2,1490,7431,1.0,1966,98052,585888.0,78.84376261606782,2477.0
7598,3,2,1850,7056,2.5,1979,98052,445000.0,63.06689342403628,2352.0
7600,3,2,2130,12286,2.0,1977,98052,534950.0,43.54142926908676,4095.3333333333335
7601,4,3,2510,12500,1.0,1976,98052,704000.0,56.32,3125.0
7602,3,2,2190,8188,2.0,1978,98052,580000.0,70.83536883243771,2729.3333333333335
7604,4,3,2370,10000,1.0,1974,98052,715000.0,71.5,2500.0
7608,4,3,2060,7475,1.0,1985,98052,575550.0,76.99665551839465,1868.75
7609,3,3,1940,8196,2.0,1991,98052,661000.0,80.64909712054661,2732.0
7611,4,3,3930,21894,2.0,1987,98052,1093000.0,49.92235315611583,5473.5
7613,4,3,3110,6142,2.0,2004,98052,751000.0,122.27287528492347,1535.5
7614,3,3,2110,3600,2.0,2005,98052,638000.0,177.22222222222223,1200.0
7615,3,2,1170,8740,1.0,1968,98052,440000.0,50.34324942791762,2913.3333333333335
7616,3,3,2250,4134,2.0,2004,98052,675000.0,163.2801161103048,1378.0
7618,2,2,1610,6160,2.0,1977,98052,450000.0,73.05194805194805,3080.0
7619,3,2,1520,9605,1.0,1975,98052,530000.0,55.179593961478396,3201.6666666666665
7620,4,3,2840,4227,3.0,2014,98052,784950.0,185.69907735982966,1056.75
7621,4,3,2660,10452,2.0,1993,98052,755000.0,72.23497895139687,2613.0
7623,4,4,3210,7054,2.0,1985,98052,690000.0,97.81684150836405,1763.5
7624,4,3,2110,6069,2.0,1999,98052,689000.0,113.52776404679518,1517.25
7626,2,2,1290,2436,2.0,1984,98052,315000.0,129.31034482758622,1218.0
7627,4,2,2030,8764,2.0,1983,98052,579000.0,66.06572341396623,2191.0
7628,3,2,1750,12325,1.0,1968,98052,499000.0,40.4868154158215,4108.333333333333
7630,3,2,2400,10275,1.0,1964,98052,510000.0,49.63503649635037,3425.0
7631,3,2,1600,7350,1.0,1979,98052,460000.0,62.585034013605444,2450.0
7633,4,2,1770,8505,2.0,1986,98052,596500.0,70.13521457965902,2126.25
7634,4,3,3000,5639,2.0,2008,98052,759900.0,134.7579358042206,1409.75
7635,4,3,3020,13122,2.0,1997,98052,750000.0,57.155921353452214,3280.5
7637,3,2,2010,10760,2.0,1985,98052,605000.0,56.226765799256505,3586.6666666666665
7638,5,2,3180,10800,1.0,1968,98052,708000.0,65.55555555555556,2160.0
7639,4,2,2050,8372,2.0,1984,98052,595000.0,71.07023411371237,2093.0
7640,3,2,1460,9759,1.0,1972,98052,495000.0,50.722410083000305,3253.0
7642,4,3,2900,17400,1.0,1978,98052,785000.0,45.11494252873563,4350.0
7643,5,4,3490,21780,2.0,1996,98052,830000.0,38.10835629017447,4356.0
7644,3,3,1700,7210,2.0,1966,98052,565000.0,78.36338418862691,2403.3333333333335
7645,3,2,2480,13310,1.0,1955,98052,1200000.0,90.15777610818932,4436.666666666667
7646,3,1,1410,8925,1.0,1958,98052,440000.0,49.299719887955185,2975.0
7647,4,3,2110,11680,1.0,1977,98052,580000.0,49.657534246575345,2920.0
7649,3,2,1920,9600,1.0,1968,98052,652000.0,67.91666666666667,3200.0
7650,3,2,1460,10311,1.0,1975,98052,455500.0,44.176122587527885,3437.0
7651,3,3,2630,4896,2.0,2006,98052,738000.0,150.73529411764707,1632.0
7652,2,2,1510,5319,2.0,1978,98052,406500.0,76.42413987591652,2659.5
7654,3,2,1470,7350,1.0,1963,98052,432500.0,58.843537414965986,2450.0
7655,3,3,2440,7600,1.0,1981,98052,500000.0,65.78947368421052,2533.3333333333335
7656,2,3,1790,5400,2.0,1979,98052,405000.0,75.0,2700.0
7657,3,3,2390,9157,2.0,1984,98052,735000.0,80.26646281533253,3052.3333333333335
7659,3,3,2440,4244,2.0,2011,98052,729000.0,171.77191328934967,1414.6666666666667
7661,4,2,1720,6975,1.0,1975,98052,580000.0,83.15412186379929,1743.75
7662,3,2,1730,9334,1.0,1977,98052,499990.0,53.56653096207414,3111.3333333333335
7663,4,3,2990,6626,2.0,2014,98052,814950.0,122.99275581044371,1656.5
7664,3,3,2030,11070,2.0,1980,98052,685000.0,61.878952122854564,3690.0
7665,4,3,2820,15000,2.0,1985,98052,650000.0,43.333333333333336,3750.0
7666,4,2,1700,7800,1.0,1975,98052,600000.0,76.92307692307692,1950.0
7668,3,3,2120,2374,2.0,2005,98052,470000.0,197.9780960404381,791.3333333333334
7669,3,1,1250,8412,1.0,1975,98052,440000.0,52.30622919638611,2804.0
7671,4,3,3650,7784,2.0,2006,98052,835000.0,107.27132579650565,1946.0
7672,4,3,2640,9000,2.0,1990,98052,790000.0,87.77777777777777,2250.0
7674,4,4,4980,13000,2.0,1982,98052,1250000.0,96.15384615384616,3250.0
7675,2,1,790,6969,1.0,1955,98052,315000.0,45.200172191132154,3484.5
7676,3,2,2370,9619,1.0,1973,98052,746000.0,77.55483938039298,3206.3333333333335
7677,4,3,2370,10513,2.0,1987,98052,688100.0,65.45229715590222,2628.25
7678,3,2,2300,11400,1.0,1977,98052,505000.0,44.29824561403509,3800.0
7679,3,2,2150,9250,2.0,1984,98052,559500.0,60.486486486486484,3083.3333333333335
7680,3,3,2870,13695,2.0,1991,98052,872750.0,63.72763782402337,4565.0
7681,4,3,2850,11000,2.0,1998,98052,760000.0,69.0909090909091,2750.0
7682,3,2,1660,10140,1.0,1980,98052,566000.0,55.81854043392505,3380.0
7683,3,3,2620,9112,2.0,1995,98052,738000.0,80.99209833187007,3037.3333333333335
7684,4,3,3080,4553,2.5,2008,98052,750000.0,164.726553920492,1138.25
7685,2,2,1260,2625,2.0,1983,98052,401000.0,152.76190476190476,1312.5
7686,4,2,2420,7725,1.0,1972,98052,655000.0,84.78964401294499,1931.25
7687,4,2,1670,13125,1.0,1973,98052,661000.0,50.36190476190476,3281.25
7688,4,2,1670,13125,1.0,1973,98052,697000.0,53.10476190476191,3281.25
7689,4,3,2330,7064,1.0,1984,98052,595000.0,84.2298980747452,1766.0
7690,3,3,1910,3427,2.0,2001,98052,615000.0,179.45725124015175,1142.3333333333333
7691,3,2,1480,8394,1.0,1971,98052,450000.0,53.609721229449605,2798.0
7693,3,2,1950,8892,2.0,1983,98052,480000.0,53.98110661268556,2964.0
7694,4,3,2810,11250,1.0,1980,98052,624000.0,55.46666666666667,2812.5
7695,2,2,1510,4500,1.0,1978,98052,468000.0,104.0,2250.0
7697,4,2,1780,10260,2.0,1971,98052,615000.0,59.941520467836256,2565.0
7698,4,3,2650,13684,2.0,1994,98052,728000.0,53.20081847413037,3421.0
7699,3,2,1530,14633,1.0,1977,98052,500000.0,34.169343265222444,4877.666666666667
7700,4,2,2800,8540,1.0,1977,98052,740000.0,86.65105386416862,2135.0
7701,3,2,1450,6829,1.0,1983,98052,440000.0,64.43110265046127,2276.3333333333335
7702,4,3,3360,15091,2.0,1997,98052,740000.0,49.035849181631434,3772.75
7705,3,2,1620,8400,1.0,1968,98052,498000.0,59.285714285714285,2800.0
7706,3,3,1950,12630,1.0,1969,98052,510000.0,40.38004750593824,4210.0
7707,3,3,2300,7800,2.0,1997,98052,737000.0,94.48717948717949,2600.0
7708,4,3,2930,9158,2.0,2005,98052,890000.0,97.18279100240227,2289.5
7709,4,2,2020,10260,2.0,1984,98052,599500.0,58.4307992202729,2565.0
7710,3,2,1620,8645,1.0,1973,98052,467100.0,54.03123192596877,2881.6666666666665
7712,3,2,1230,11502,1.0,1984,98052,475000.0,41.29716571031125,3834.0
7713,2,2,1390,1222,3.0,2009,98052,465000.0,380.5237315875614,611.0
7716,3,2,1540,8400,1.0,1968,98052,529950.0,63.089285714285715,2800.0
7717,4,3,3480,6315,2.0,2000,98052,852500.0,134.99604117181315,1578.75
7718,4,3,2940,7675,2.0,2004,98052,845000.0,110.09771986970684,1918.75
7721,5,4,3290,5600,2.0,2004,98052,775000.0,138.39285714285714,1120.0
7722,3,3,2270,9822,2.0,1988,98052,766000.0,77.98818977804927,3274.0
7723,4,3,3060,6826,2.0,2004,98052,775000.0,113.53647817169646,1706.5
7724,3,3,2680,5497,2.0,2001,98052,699000.0,127.16026923776606,1832.3333333333333
7725,3,2,1510,10450,1.0,1964,98052,593777.0,56.82076555023924,3483.3333333333335
7727,3,3,2330,4160,2.0,1992,98052,639900.0,153.8221153846154,1386.6666666666667
7729,3,2,2090,12112,2.0,1983,98052,562100.0,46.408520475561424,4037.3333333333335
7730,4,3,3230,7766,2.0,2005,98052,714000.0,91.93922225083698,1941.5
7731,3,3,2120,3600,2.0,2005,98052,680000.0,188.88888888888889,1200.0
7732,3,3,2160,7525,2.0,1986,98052,756000.0,100.46511627906976,2508.3333333333335
7733,4,3,2440,9727,2.0,1987,98052,749500.0,77.05356224940886,2431.75
7734,3,2,1830,7897,1.0,1986,98052,572000.0,72.43256933012536,2632.3333333333335
7736,3,2,2080,12714,2.0,1984,98052,436800.0,34.355828220858896,4238.0
7738,3,3,1710,8998,2.0,1982,98052,479000.0,53.23405201155813,2999.3333333333335
7741,4,3,2540,4241,2.0,2009,98052,717000.0,169.06390002357935,1060.25
7742,3,3,2140,2868,2.0,2007,98052,666000.0,232.21757322175733,956.0
7743,3,2,1990,9885,1.0,1978,98052,438000.0,44.30955993930197,3295.0
7744,4,3,2700,8810,2.0,2004,98052,690000.0,78.32009080590238,2202.5
7745,5,4,3740,11340,2.0,2013,98052,1080000.0,95.23809523809524,2268.0
7746,3,3,2130,8022,2.0,1985,98052,475000.0,59.21216654200948,2674.0
7748,4,2,2560,12100,1.0,1976,98052,765000.0,63.22314049586777,3025.0
7749,4,2,2480,9780,1.0,1975,98052,716000.0,73.21063394683027,2445.0
7751,2,3,1480,1369,3.0,2009,98052,420000.0,306.79327976625274,684.5
7752,3,3,1680,10455,2.0,1982,98052,550000.0,52.60640841702535,3485.0
7753,3,3,1690,2752,2.0,1979,98052,431000.0,156.61337209302326,917.3333333333334
7754,4,3,3340,10890,1.5,1963,98052,910000.0,83.56290174471992,2722.5
7755,3,3,3140,9808,2.0,2001,98052,915000.0,93.29119086460032,3269.3333333333335
7756,4,2,1960,9021,2.0,1973,98052,610000.0,67.61999778295089,2255.25
7758,3,4,3190,10223,2.0,1994,98052,795000.0,77.76582216570479,3407.6666666666665
7759,4,3,2590,9341,2.0,1985,98052,790100.0,84.58409163901081,2335.25
7760,4,3,2630,5772,2.0,2006,98052,731688.0,126.76507276507276,1443.0
7761,3,2,2220,12056,2.0,1985,98052,542000.0,44.95686794956868,4018.6666666666665
7762,4,2,2370,9360,2.0,1979,98052,684680.0,73.14957264957265,2340.0
7763,3,3,2640,5964,2.0,2003,98052,678000.0,113.68209255533199,1988.0
7764,4,3,3280,6845,2.0,2003,98052,734500.0,107.3046018991965,1711.25
7765,3,2,2290,11200,2.0,1979,98052,572500.0,51.11607142857143,3733.3333333333335
7766,4,3,3430,7508,2.0,1998,98052,813000.0,108.28449653702717,1877.0
7767,2,2,1760,12000,1.0,1964,98052,500000.0,41.666666666666664,6000.0
7769,3,3,2580,13096,2.0,1986,98052,802000.0,61.2400733048259,4365.333333333333
7770,4,3,2050,8094,1.0,1976,98052,601002.0,74.25277983691623,2023.5
7771,3,3,3010,12432,1.0,1970,98052,745000.0,59.92599742599742,4144.0
7772,3,2,2150,9900,1.0,1977,98052,458000.0,46.26262626262626,3300.0
7773,4,4,3030,5494,3.0,2014,98052,799950.0,145.60429559519477,1373.5
7775,2,3,1700,6635,2.0,1976,98052,407000.0,61.3413715146948,3317.5
7776,3,3,1770,3205,2.0,2005,98052,593567.0,185.2003120124805,1068.3333333333333
7777,3,2,1310,9282,1.0,1976,98052,437000.0,47.08037060978238,3094.0
7778,3,2,1540,7558,1.0,1964,98052,520000.0,68.80127017729558,2519.3333333333335
7780,3,2,1270,7700,1.0,1968,98052,455000.0,59.09090909090909,2566.6666666666665
7781,2,3,1340,1240,2.0,2008,98052,400000.0,322.5806451612903,620.0
7782,3,2,1530,8000,2.0,1978,98052,474000.0,59.25,2666.6666666666665
7784,3,2,1720,7800,1.0,1978,98052,583500.0,74.8076923076923,2600.0
7785,3,2,1790,9860,1.0,1978,98052,539000.0,54.665314401622716,3286.6666666666665
7787,3,2,1470,9750,1.0,1978,98052,490000.0,50.256410256410255,3250.0
7788,4,2,2470,7350,1.0,1978,98052,618000.0,84.08163265306122,1837.5
7789,4,3,2480,4602,2.0,2000,98052,840000.0,182.52933507170795,1150.5
7790,4,3,2120,15000,2.0,1983,98052,637000.0,42.46666666666667,3750.0
7792,5,4,2720,11454,2.0,1988,98052,740000.0,64.60625109132181,2290.8
7793,3,3,1720,11656,2.0,1987,98052,540000.0,46.32807137954701,3885.3333333333335
7795,4,3,2840,4864,3.0,2014,98052,779950.0,160.3515625,1216.0
7797,4,2,2030,9300,1.0,1976,98052,627000.0,67.41935483870968,2325.0
7798,3,2,1720,6960,1.0,1978,98052,450000.0,64.65517241379311,2320.0
7799,2,2,1310,12196,1.5,1970,98052,455000.0,37.307313873401114,6098.0
7801,3,3,1960,8469,2.0,1984,98052,552321.0,65.21679064824654,2823.0
7803,4,3,3100,7501,2.0,1998,98052,795000.0,105.98586855085989,1875.25
7804,4,3,2920,7901,2.0,2004,98052,760000.0,96.1903556511834,1975.25
7807,4,2,2300,11700,1.0,1977,98052,615000.0,52.56410256410256,2925.0
7808,3,3,2040,4627,2.0,1992,98052,580000.0,125.35119948130539,1542.3333333333333
7809,3,2,1780,8050,1.0,1979,98052,495000.0,61.49068322981366,2683.3333333333335
7811,5,3,2880,4425,2.0,2005,98052,733000.0,165.6497175141243,885.0
7812,4,3,1680,11180,1.0,1966,98052,625000.0,55.90339892665474,2795.0
7813,3,3,2375,4094,2.0,2002,98052,712000.0,173.91304347826087,1364.6666666666667
7815,4,3,3290,8147,2.0,2003,98052,856500.0,105.13072296550878,2036.75
7816,4,3,2630,7505,2.0,1994,98052,725000.0,96.6022651565623,1876.25
7819,4,3,2620,19864,2.0,1984,98052,650000.0,32.72251308900523,4966.0
7820,3,3,2100,7851,2.0,1986,98052,515000.0,65.59673926888294,2617.0
7821,4,4,3560,7178,2.0,2006,98052,833000.0,116.0490387294511,1794.5
7822,4,4,3370,6766,2.0,2005,98052,800000.0,118.23825007389891,1691.5
7823,3,2,2560,14680,1.0,1987,98052,599000.0,40.80381471389646,4893.333333333333
7824,3,1,1270,8800,1.0,1968,98052,447000.0,50.79545454545455,2933.3333333333335
7825,4,3,2170,8240,1.0,1968,98052,592500.0,71.90533980582525,2060.0
